region,year,stress.temp,mean_temp,max_temp,stress.temp_mn,mean_temp_mn,max_temp_mn,stress.temp_dev,mean_temp_dev,max_temp_dev,depth,urchin,kelp,latitude,longitude,exposure,coastal,kelp.perc,logit.kelp,urchin.limit,urchin_mn,urchin_dev
downeast,2001,0,12.143680836750434,14.3413342178926,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,0.39563818951084784,-0.8259581831296643,5,3.8,99,44.75526,-67.06267,4,3,0.99,4.595119850134589,0,2.887755102040818,0.912244897959182
mdi,2001,0,11.654545454545454,13.8,0.022222222222222143,11.011907114624506,14.161111111111111,-0.022222222222222143,0.6426383399209481,-0.3611111111111107,5,0,67,44.13106,-68.40311,3,4,0.67,0.708185057924486,0,1.2807692307692309,-1.2807692307692309
midcoast,2001,6.800000000000001,15.885454545454545,18.4,14.333333333333334,14.503120510451845,18.82777777777778,-7.533333333333333,1.3823340350026996,-0.4277777777777807,5,0,9.8,43.80221,-69.63056,3,3,0.098,-2.2196470413920517,0,1.1313868613138682,-1.1313868613138682
midcoast,2001,6.800000000000001,15.885454545454545,18.4,14.333333333333334,14.503120510451845,18.82777777777778,-7.533333333333333,1.3823340350026996,-0.4277777777777807,5,0,4.2,43.78165,-69.61044,3,4,0.042,-3.1271781596874924,0,1.1313868613138682,-1.1313868613138682
midcoast,2001,6.800000000000001,15.885454545454545,18.4,14.333333333333334,14.503120510451845,18.82777777777778,-7.533333333333333,1.3823340350026996,-0.4277777777777807,5,0.1,0,43.90658,-69.30775,3,3,5e-4,-7.6004023345004,0,1.1313868613138682,-1.0313868613138681
midcoast,2001,6.800000000000001,15.885454545454545,18.4,14.333333333333334,14.503120510451845,18.82777777777778,-7.533333333333333,1.3823340350026996,-0.4277777777777807,5,0,52,43.90006,-69.28716,3,3,0.52,0.08004270767353656,0,1.1313868613138682,-1.1313868613138682
midcoast,2001,6.800000000000001,15.885454545454545,18.4,14.333333333333334,14.503120510451845,18.82777777777778,-7.533333333333333,1.3823340350026996,-0.4277777777777807,5,26,9.2,43.91638,-69.21494,3,3,0.092,-2.289455801552253,1,1.1313868613138682,24.868613138686133
penbay,2001,0,14.176363636363636,15.8,4.633333333333335,14.09657334211682,17.83888888888889,-4.633333333333335,0.07979029424681627,-2.038888888888888,5,4.7,18.3,43.97099,-69.09692,4,3,0.183,-1.496152942018582,0,2.4324999999999997,2.2675000000000005
york,2001,47.50000000000001,17.267272727272726,20.5,76.02222222222223,16.538459595959594,20.727777777777778,-28.52222222222222,0.7288131313131316,-0.22777777777777786,5,0,1.9,43.06709,-70.66749,4,3,0.019,-3.9441334803989228,0,0.9170731707317072,-0.9170731707317072
york,2001,47.50000000000001,17.267272727272726,20.5,76.02222222222223,16.538459595959594,20.727777777777778,-28.52222222222222,0.7288131313131316,-0.22777777777777786,5,0,0,43.28014,-70.55645,4,3,5e-4,-7.6004023345004,0,0.9170731707317072,-0.9170731707317072
york,2001,47.50000000000001,17.267272727272726,20.5,76.02222222222223,16.538459595959594,20.727777777777778,-28.52222222222222,0.7288131313131316,-0.22777777777777786,5,0,18.5,43.40849,-70.38046,4,3,0.185,-1.4828322881625378,0,0.9170731707317072,-0.9170731707317072
york,2001,47.50000000000001,17.267272727272726,20.5,76.02222222222223,16.538459595959594,20.727777777777778,-28.52222222222222,0.7288131313131316,-0.22777777777777786,5,0,0.6,43.50783,-70.32038,4,4,0.006,-5.109977737428519,0,0.9170731707317072,-0.9170731707317072
york,2001,47.50000000000001,17.267272727272726,20.5,76.02222222222223,16.538459595959594,20.727777777777778,-28.52222222222222,0.7288131313131316,-0.22777777777777786,5,0,63.5,43.52791,-70.30401,4,3,0.635,0.5537276453102001,0,0.9170731707317072,-0.9170731707317072
casco,2002,37.745833329999996,15.345771395293477,20.21304348,38.96454258888889,15.839823751965595,19.80211352611111,-1.218709258888893,-0.49405235667211755,0.4109299538888891,5,0,87.5,43.590952,-70.198551,3,3,0.875,1.9459101490553132,0,0.06304347826086959,-0.06304347826086959
casco,2002,37.745833329999996,15.345771395293477,20.21304348,38.96454258888889,15.839823751965595,19.80211352611111,-1.218709258888893,-0.49405235667211755,0.4109299538888891,5,0,13,43.690687,-70.145069,3,3,0.13,-1.900958761193047,0,0.06304347826086959,-0.06304347826086959
casco,2002,37.745833329999996,15.345771395293477,20.21304348,38.96454258888889,15.839823751965595,19.80211352611111,-1.218709258888893,-0.49405235667211755,0.4109299538888891,5,0,86.5,43.651501,-70.043663,5,5,0.865,1.8574547284934497,0,0.06304347826086959,-0.06304347826086959
casco,2002,37.745833329999996,15.345771395293477,20.21304348,38.96454258888889,15.839823751965595,19.80211352611111,-1.218709258888893,-0.49405235667211755,0.4109299538888891,5,0,96.5,43.714928,-70.012772,4,4,0.965,3.3167800398495713,0,0.06304347826086959,-0.06304347826086959
casco,2002,37.745833329999996,15.345771395293477,20.21304348,38.96454258888889,15.839823751965595,19.80211352611111,-1.218709258888893,-0.49405235667211755,0.4109299538888891,5,0,0,43.7071,-69.890522,5,4,5e-4,-7.6004023345004,0,0.06304347826086959,-0.06304347826086959
downeast,2002,0,11.59679795086654,14.75106620420724,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.1512446963730465,-0.4162261968150247,5,10.9,83,44.372208,-68.11187,3,3,0.83,1.5856272637403817,1,2.887755102040818,8.012244897959182
downeast,2002,0,11.59679795086654,14.75106620420724,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.1512446963730465,-0.4162261968150247,5,7.9,95,44.349586,-68.093441,4,3,0.95,2.9444389791664394,0,2.887755102040818,5.0122448979591825
downeast,2002,0,11.59679795086654,14.75106620420724,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.1512446963730465,-0.4162261968150247,5,2.3,100,44.371498,-68.004925,5,5,0.9995,7.60040233450051,0,2.887755102040818,-0.587755102040818
downeast,2002,0,11.59679795086654,14.75106620420724,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.1512446963730465,-0.4162261968150247,5,6.8,37,44.389122,-67.986633,3,3,0.37,-0.5322168137473082,0,2.887755102040818,3.912244897959182
downeast,2002,0,11.59679795086654,14.75106620420724,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.1512446963730465,-0.4162261968150247,5,4.8,90,44.393673,-67.954693,4,3,0.9,2.1972245773362196,0,2.887755102040818,1.912244897959182
downeast,2002,0,11.59679795086654,14.75106620420724,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.1512446963730465,-0.4162261968150247,5,0.1,98.5,44.398499,-67.942669,4,3,0.985,4.184591440069878,0,2.887755102040818,-2.787755102040818
downeast,2002,0,11.59679795086654,14.75106620420724,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.1512446963730465,-0.4162261968150247,5,14.5,18,44.397837,-67.90432,4,3,0.18,-1.5163474893680886,1,2.887755102040818,11.612244897959183
downeast,2002,0,11.59679795086654,14.75106620420724,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.1512446963730465,-0.4162261968150247,5,0,100,44.402128,-67.872879,4,4,0.9995,7.60040233450051,0,2.887755102040818,-2.887755102040818
downeast,2002,0,11.59679795086654,14.75106620420724,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.1512446963730465,-0.4162261968150247,5,0.1,95,44.428997,-67.851578,3,3,0.95,2.9444389791664394,0,2.887755102040818,-2.787755102040818
downeast,2002,0,11.59679795086654,14.75106620420724,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.1512446963730465,-0.4162261968150247,5,4.1,42.9,44.490295,-67.636499,3,3,0.429,-0.28593229072799314,0,2.887755102040818,1.2122448979591818
downeast,2002,0,11.59679795086654,14.75106620420724,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.1512446963730465,-0.4162261968150247,5,0,57,44.43169,-67.633411,5,5,0.57,0.2818511521409875,0,2.887755102040818,-2.887755102040818
downeast,2002,0,11.59679795086654,14.75106620420724,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.1512446963730465,-0.4162261968150247,5,2.2,94,44.555111,-67.520045,3,3,0.94,2.751535313041948,0,2.887755102040818,-0.6877551020408177
downeast,2002,0,11.59679795086654,14.75106620420724,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.1512446963730465,-0.4162261968150247,5,0,98,44.505568,-67.512157,3,3,0.98,3.8918202981106256,0,2.887755102040818,-2.887755102040818
downeast,2002,0,11.59679795086654,14.75106620420724,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.1512446963730465,-0.4162261968150247,5,0.9,96,44.59483,-67.427773,3,3,0.96,3.178053830347945,0,2.887755102040818,-1.987755102040818
downeast,2002,0,11.59679795086654,14.75106620420724,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.1512446963730465,-0.4162261968150247,5,0.4,98,44.59391,-67.371464,3,3,0.98,3.8918202981106256,0,2.887755102040818,-2.487755102040818
downeast,2002,0,11.59679795086654,14.75106620420724,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.1512446963730465,-0.4162261968150247,5,1,96,44.60202,-67.320541,4,4,0.96,3.178053830347945,0,2.887755102040818,-1.8877551020408179
downeast,2002,0,11.59679795086654,14.75106620420724,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.1512446963730465,-0.4162261968150247,5,9.5,82,44.605604,-67.26631,4,4,0.82,1.5163474893680882,0,2.887755102040818,6.612244897959182
downeast,2002,0,11.59679795086654,14.75106620420724,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.1512446963730465,-0.4162261968150247,5,2,54,44.636248,-67.224937,4,3,0.54,0.16034265007517948,0,2.887755102040818,-0.8877551020408179
downeast,2002,0,11.59679795086654,14.75106620420724,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.1512446963730465,-0.4162261968150247,5,9.4,78,44.6584,-67.18971,3,3,0.78,1.265666373331276,0,2.887755102040818,6.5122448979591825
downeast,2002,0,11.59679795086654,14.75106620420724,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.1512446963730465,-0.4162261968150247,5,1.6,89.5,44.665577,-67.16087,5,3,0.895,2.1428633681173324,0,2.887755102040818,-1.2877551020408178
downeast,2002,0,11.59679795086654,14.75106620420724,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.1512446963730465,-0.4162261968150247,5,8.3,71,44.680159,-67.147671,4,3,0.71,0.8953840470548413,0,2.887755102040818,5.412244897959183
downeast,2002,0,11.59679795086654,14.75106620420724,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.1512446963730465,-0.4162261968150247,5,46.3,62,44.706638,-67.115479,4,3,0.62,0.4895482253187058,1,2.887755102040818,43.41224489795918
mdi,2002,0,11.120652173913044,14.2,0.022222222222222143,11.011907114624506,14.161111111111111,-0.022222222222222143,0.1087450592885375,0.03888888888888786,5,0,96,44.055712,-68.578571,3,4,0.96,3.178053830347945,0,1.2807692307692309,-1.2807692307692309
mdi,2002,0,11.120652173913044,14.2,0.022222222222222143,11.011907114624506,14.161111111111111,-0.022222222222222143,0.1087450592885375,0.03888888888888786,5,0,88.5,44.104546,-68.478279,3,4,0.885,2.0406555166446796,0,1.2807692307692309,-1.2807692307692309
mdi,2002,0,11.120652173913044,14.2,0.022222222222222143,11.011907114624506,14.161111111111111,-0.022222222222222143,0.1087450592885375,0.03888888888888786,5,0,83,44.135448,-68.452972,3,3,0.83,1.5856272637403817,0,1.2807692307692309,-1.2807692307692309
mdi,2002,0,11.120652173913044,14.2,0.022222222222222143,11.011907114624506,14.161111111111111,-0.022222222222222143,0.1087450592885375,0.03888888888888786,5,0,95,44.09963,-68.415348,5,4,0.95,2.9444389791664394,0,1.2807692307692309,-1.2807692307692309
mdi,2002,0,11.120652173913044,14.2,0.022222222222222143,11.011907114624506,14.161111111111111,-0.022222222222222143,0.1087450592885375,0.03888888888888786,5,0,86.5,44.166731,-68.351357,3,4,0.865,1.8574547284934497,0,1.2807692307692309,-1.2807692307692309
mdi,2002,0,11.120652173913044,14.2,0.022222222222222143,11.011907114624506,14.161111111111111,-0.022222222222222143,0.1087450592885375,0.03888888888888786,5,0.2,100,44.237915,-68.245216,4,4,0.9995,7.60040233450051,0,1.2807692307692309,-1.080769230769231
midcoast,2002,5.9999999999999964,14.03804347826087,18.7,14.333333333333334,14.503120510451845,18.82777777777778,-8.333333333333337,-0.46507703219097607,-0.12777777777778,5,1,8.7,43.798107,-69.601684,3,4,0.087,-2.350827761940385,0,1.1313868613138682,-0.13138686131386823
midcoast,2002,5.9999999999999964,14.03804347826087,18.7,14.333333333333334,14.503120510451845,18.82777777777778,-8.333333333333337,-0.46507703219097607,-0.12777777777778,5,0,25.5,43.884171,-69.439068,3,3,0.255,-1.0721206732211332,0,1.1313868613138682,-1.1313868613138682
midcoast,2002,5.9999999999999964,14.03804347826087,18.7,14.333333333333334,14.503120510451845,18.82777777777778,-8.333333333333337,-0.46507703219097607,-0.12777777777778,5,0,33.5,43.857403,-69.363964,4,4,0.335,-0.6856565088307877,0,1.1313868613138682,-1.1313868613138682
midcoast,2002,5.9999999999999964,14.03804347826087,18.7,14.333333333333334,14.503120510451845,18.82777777777778,-8.333333333333337,-0.46507703219097607,-0.12777777777778,5,0,68.5,43.907124,-69.296219,3,4,0.685,0.7768461994365925,0,1.1313868613138682,-1.1313868613138682
midcoast,2002,5.9999999999999964,14.03804347826087,18.7,14.333333333333334,14.503120510451845,18.82777777777778,-8.333333333333337,-0.46507703219097607,-0.12777777777778,5,31.5,39,43.916378,-69.214935,4,3,0.39,-0.4473122180436648,1,1.1313868613138682,30.368613138686133
midcoast,2002,5.9999999999999964,14.03804347826087,18.7,14.333333333333334,14.503120510451845,18.82777777777778,-8.333333333333337,-0.46507703219097607,-0.12777777777778,5,0,100,43.952471,-69.19001,3,3,0.9995,7.60040233450051,0,1.1313868613138682,-1.1313868613138682
midcoast,2002,5.9999999999999964,14.03804347826087,18.7,14.333333333333334,14.503120510451845,18.82777777777778,-8.333333333333337,-0.46507703219097607,-0.12777777777778,5,3.9,97,43.970543,-69.171272,4,3,0.97,3.4760986898352724,0,1.1313868613138682,2.7686131386861317
penbay,2002,0.6000000000000014,13.544565217391304,17.4,4.633333333333335,14.09657334211682,17.83888888888889,-4.033333333333333,-0.552008124725516,-0.43888888888889,5,2.5,90.5,43.975245,-69.109142,4,4,0.905,2.2540580520993854,0,2.4324999999999997,0.06750000000000034
penbay,2002,0.6000000000000014,13.544565217391304,17.4,4.633333333333335,14.09657334211682,17.83888888888889,-4.033333333333333,-0.552008124725516,-0.43888888888889,5,0.1,100,43.967869,-69.101345,4,4,0.9995,7.60040233450051,0,2.4324999999999997,-2.3324999999999996
penbay,2002,0.6000000000000014,13.544565217391304,17.4,4.633333333333335,14.09657334211682,17.83888888888889,-4.033333333333333,-0.552008124725516,-0.43888888888889,5,2.1,84,43.990383,-69.043098,4,4,0.84,1.6582280766035322,0,2.4324999999999997,-0.3324999999999996
penbay,2002,0.6000000000000014,13.544565217391304,17.4,4.633333333333335,14.09657334211682,17.83888888888889,-4.033333333333333,-0.552008124725516,-0.43888888888889,5,1.4,99,43.899021,-69.015663,5,4,0.99,4.595119850134589,0,2.4324999999999997,-1.0324999999999998
penbay,2002,0.6000000000000014,13.544565217391304,17.4,4.633333333333335,14.09657334211682,17.83888888888889,-4.033333333333333,-0.552008124725516,-0.43888888888889,5,0,100,44.025583,-68.859455,4,4,0.9995,7.60040233450051,0,2.4324999999999997,-2.4324999999999997
penbay,2002,0.6000000000000014,13.544565217391304,17.4,4.633333333333335,14.09657334211682,17.83888888888889,-4.033333333333333,-0.552008124725516,-0.43888888888889,5,0,100,44.043585,-68.784626,3,4,0.9995,7.60040233450051,0,2.4324999999999997,-2.4324999999999997
penbay,2002,0.6000000000000014,13.544565217391304,17.4,4.633333333333335,14.09657334211682,17.83888888888889,-4.033333333333333,-0.552008124725516,-0.43888888888889,5,1.6,92,44.069803,-68.665844,3,3,0.92,2.442347035369205,0,2.4324999999999997,-0.8324999999999996
penbay,2002,0.6000000000000014,13.544565217391304,17.4,4.633333333333335,14.09657334211682,17.83888888888889,-4.033333333333333,-0.552008124725516,-0.43888888888889,5,0,53,44.033728,-68.657218,4,4,0.53,0.12014431184206341,0,2.4324999999999997,-2.4324999999999997
penbay,2002,0.6000000000000014,13.544565217391304,17.4,4.633333333333335,14.09657334211682,17.83888888888889,-4.033333333333333,-0.552008124725516,-0.43888888888889,5,0,100,44.015404,-68.609039,3,4,0.9995,7.60040233450051,0,2.4324999999999997,-2.4324999999999997
york,2002,66.30000000000001,16.15326086956522,20.7,76.02222222222223,16.538459595959594,20.727777777777778,-9.722222222222214,-0.3851987263943748,-0.027777777777778567,5,0,61.1,43.099619,-70.588425,5,4,0.611,0.45151761555314895,0,0.9170731707317072,-0.9170731707317072
york,2002,66.30000000000001,16.15326086956522,20.7,76.02222222222223,16.538459595959594,20.727777777777778,-9.722222222222214,-0.3851987263943748,-0.027777777777778567,5,0,22,43.45833,-70.33,3,3,0.22,-1.2656663733312759,0,0.9170731707317072,-0.9170731707317072
casco,2003,18.507575799999998,15.014226564173914,18.75652174,38.96454258888889,15.839823751965595,19.80211352611111,-20.45696678888889,-0.825597187791681,-1.0455917861111104,5,0,64,43.64601,-70.11919,5,4,0.64,0.5753641449035619,0,0.06304347826086959,-0.06304347826086959
casco,2003,18.507575799999998,15.014226564173914,18.75652174,38.96454258888889,15.839823751965595,19.80211352611111,-20.45696678888889,-0.825597187791681,-1.0455917861111104,5,0,81,43.67342,-70.08861,5,4,0.81,1.4500101755059986,0,0.06304347826086959,-0.06304347826086959
casco,2003,18.507575799999998,15.014226564173914,18.75652174,38.96454258888889,15.839823751965595,19.80211352611111,-20.45696678888889,-0.825597187791681,-1.0455917861111104,5,0,56,43.71057,-70.002440000000007,5,4,0.56,0.24116205681688824,0,0.06304347826086959,-0.06304347826086959
casco,2003,18.507575799999998,15.014226564173914,18.75652174,38.96454258888889,15.839823751965595,19.80211352611111,-20.45696678888889,-0.825597187791681,-1.0455917861111104,5,0,19.5,43.73849,-69.92849,3,3,0.195,-1.4178427188548164,0,0.06304347826086959,-0.06304347826086959
casco,2003,18.507575799999998,15.014226564173914,18.75652174,38.96454258888889,15.839823751965595,19.80211352611111,-20.45696678888889,-0.825597187791681,-1.0455917861111104,5,2.2,31.5,43.72968,-69.87191,3,3,0.315,-0.7768461994365923,0,0.06304347826086959,2.1369565217391306
downeast,2003,0,11.211547675388893,14.8,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.5364949718506935,-0.36729240102226335,5,7.5,56.5,44.34962,-68.09968,3,3,0.565,0.26147970005775656,0,2.887755102040818,4.612244897959182
downeast,2003,0,11.211547675388893,14.8,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.5364949718506935,-0.36729240102226335,5,8.4,75.5,44.34495,-68.07471,4,4,0.755,1.1254595387042978,0,2.887755102040818,5.5122448979591825
downeast,2003,0,11.211547675388893,14.8,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.5364949718506935,-0.36729240102226335,5,0.2,96,44.35362,-68.02432,4,3,0.96,3.178053830347945,0,2.887755102040818,-2.6877551020408177
downeast,2003,0,11.211547675388893,14.8,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.5364949718506935,-0.36729240102226335,5,0,97,44.37147,-68.00073,5,5,0.97,3.4760986898352724,0,2.887755102040818,-2.887755102040818
downeast,2003,0,11.211547675388893,14.8,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.5364949718506935,-0.36729240102226335,5,0.5,100,44.36687,-67.9865,5,5,0.9995,7.60040233450051,0,2.887755102040818,-2.387755102040818
downeast,2003,0,11.211547675388893,14.8,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.5364949718506935,-0.36729240102226335,5,4.7,77.5,44.38488,-67.9862,4,3,0.775,1.2367626271489272,0,2.887755102040818,1.8122448979591823
downeast,2003,0,11.211547675388893,14.8,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.5364949718506935,-0.36729240102226335,5,4,69,44.39865,-67.94713,4,3,0.69,0.8001193001121129,0,2.887755102040818,1.1122448979591821
downeast,2003,0,11.211547675388893,14.8,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.5364949718506935,-0.36729240102226335,5,22.5,67.5,44.36654,-67.93627,5,5,0.675,0.7308875085427926,1,2.887755102040818,19.612244897959183
downeast,2003,0,11.211547675388893,14.8,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.5364949718506935,-0.36729240102226335,5,1.1,87,44.40235,-67.90532,4,3,0.87,1.900958761193047,0,2.887755102040818,-1.7877551020408178
downeast,2003,0,11.211547675388893,14.8,0.47777777777777786,11.748042647239586,15.167292401022264,-0.47777777777777786,-0.5364949718506935,-0.36729240102226335,5,0.1,86,44.37062,-67.87349,4,4,0.86,1.815289966638249,0,2.887755102040818,-2.787755102040818
