year,region,exposure.code,coastal.code,latitude,longitude,depth,crust,understory,kelp,urchin,month,day,survey,site,desm
2005,downeast,3,3,44.3939,-67.993,5,80.5,17,90.5,0.1,6,14,rasher_steneck,95,NA
2005,downeast,5,5,44.3668,-67.974,5,57.5,39,96,0.8,6,14,rasher_steneck,94,NA
2005,downeast,3,3,44.4115,-67.9298,5,69,52.5,88,0.4,6,14,rasher_steneck,92,NA
2005,downeast,4,3,44.3888,-67.9037,5,87.5,21.5,75,0,6,14,rasher_steneck,91,NA
2005,downeast,3,3,44.4335,-67.8535,5,50.5,60.5,58,0,6,20,rasher_steneck,110,NA
2005,downeast,4,3,44.4736,-67.7897,5,49,11,84,19.4,6,20,rasher_steneck,111,NA
2005,downeast,3,3,44.4823,-67.7444,5,72,40,90.5,0,6,20,rasher_steneck,113,NA
2005,downeast,5,4,44.4642,-67.7332,5,50.5,65,77.5,0.2,6,20,rasher_steneck,114,NA
2005,downeast,4,4,44.4775,-67.7016,5,89,40.5,91,2.7,6,20,rasher_steneck,116,NA
2005,downeast,3,4,44.4746,-67.6686,5,74.5,60,95.5,0,6,20,rasher_steneck,117,NA
2005,downeast,3,4,44.4677,-67.6321,5,66,61.5,65.5,3.3,6,20,rasher_steneck,118,NA
2005,downeast,3,4,44.4446,-67.5965,5,52,81,87,0,6,21,rasher_steneck,119,NA
2005,downeast,4,4,44.471,-67.5635,5,31.5,93,87,0,6,21,rasher_steneck,123,NA
2005,downeast,3,3,44.5002,-67.5121,5,41.5,75,95.5,0.2,6,21,rasher_steneck,125,NA
2005,downeast,3,3,44.6005,-67.4467,5,38.5,87,86.5,0.5,6,22,rasher_steneck,131,NA
2005,downeast,5,4,44.5545,-67.4415,5,70.5,74,93.5,0.4,6,22,rasher_steneck,129,NA
2005,downeast,4,4,44.5856,-67.4155,5,31.5,73.5,98.5,0.3,6,22,rasher_steneck,132,NA
2005,downeast,3,4,44.5713,-67.3658,5,23,76,53,0,6,22,rasher_steneck,133,NA
2005,downeast,3,3,44.6343,-67.363,5,48.7,76.5,46,1.5,6,22,rasher_steneck,134,NA
2005,downeast,4,4,44.6108,-67.272,5,50,74,92.5,0.9,6,22,rasher_steneck,136,NA
2005,downeast,4,4,44.6281,-67.2372,5,66.5,63.5,96.5,0.4,6,27,rasher_steneck,137,NA
2005,downeast,4,3,44.6406,-67.199700000000007,5,29.5,32,25,0.6,6,27,rasher_steneck,139,NA
2005,downeast,4,3,44.688,-67.1408,5,83,23,58.5,24.4,6,27,rasher_steneck,140,NA
2005,downeast,4,3,44.7419,-67.0704,5,26,84.5,36.5,11.8,6,27,rasher_steneck,142,NA
2006,york,4,3,43.1941,-70.5891,5,57.5,93.5,4,0.1,5,9,rasher_steneck,3,NA
2006,casco.bay,4,3,43.5547,-70.2165,5,44,69.5,42,0,5,9,rasher_steneck,6,NA
2006,casco.bay,4,3,43.636,-70.1994,5,18.5,58,49.5,0,5,9,rasher_steneck,7,NA
2006,casco.bay,4,4,43.6915,-70.0828,5,59.5,74.5,51,0,5,10,rasher_steneck,10,NA
2006,casco.bay,3,4,43.719,-70.0462,5,27.5,68.5,39,0,5,10,rasher_steneck,13,NA
2006,casco.bay,5,5,43.6878,-70.0207,5,32.5,65,71,0,5,10,rasher_steneck,9,NA
2006,casco.bay,4,4,43.7192,-70.0087,5,35,82,11,0,5,10,rasher_steneck,14,NA
2006,casco.bay,5,4,43.7159,-69.9402,5,61.5,73,33.5,0.5,5,12,rasher_steneck,15,NA
2006,casco.bay,3,3,43.7565,-69.9355,5,29,58.5,75,0,5,12,rasher_steneck,16,NA
2006,midcoast,4,3,43.7214,-69.8032,5,31,77,9.5,0,5,12,rasher_steneck,19,NA
2006,midcoast,4,4,43.761,-69.7224,5,43,70.5,48.5,0,5,12,rasher_steneck,20,NA
2006,midcoast,3,3,43.7934,-69.6513,5,66,70.5,30,0.2,5,13,rasher_steneck,24,NA
2006,midcoast,3,3,43.8116,-69.5936,5,39,64,19.5,0.1,5,16,rasher_steneck,29,NA
2006,midcoast,4,4,43.7576,-69.5868,5,55,65,30.5,0,5,13,rasher_steneck,26,NA
2006,midcoast,4,3,43.8798,-69.414,5,56.5,75.5,29,0.7,5,16,rasher_steneck,35,NA
2006,midcoast,3,3,43.8846,-69.2894,5,66,71,27.5,0.9,5,17,rasher_steneck,44,NA
2006,penobscot.bay,3,3,43.948,-69.191,5,68.5,63.5,24,0,5,21,rasher_steneck,50,NA
2006,penobscot.bay,5,4,43.8445,-69.1709,5,57,64.5,52,0,5,21,rasher_steneck,46,NA
2006,penobscot.bay,3,3,43.9842,-69.1217,5,59.5,56,60,0,5,17,rasher_steneck,43,NA
2006,penobscot.bay,3,3,44.016,-69.0407,5,54,76,27,2.5,5,17,rasher_steneck,40,NA
2006,penobscot.bay,3,3,44.0341,-69.0407,5,50.5,76.5,23,0,5,17,rasher_steneck,41,NA
2006,penobscot.bay,3,4,43.917,-69.0345,5,80.5,51.5,59.5,0.1,5,21,rasher_steneck,49,NA
2006,penobscot.bay,3,4,44.0524,-68.9033,5,10,88,32.5,0,5,27,rasher_steneck,65,NA
2006,penobscot.bay,3,4,44.0122,-68.8098,5,31,52.5,69.5,0,5,27,rasher_steneck,64,NA
2006,penobscot.bay,3,3,44.0705,-68.774,5,42,60,81,0,5,27,rasher_steneck,62,NA
2006,mdi,3,4,44.0377,-68.5741,5,39,58,81.7,0,5,28,rasher_steneck,67,NA
2006,mdi,4,4,44.078,-68.5471,5,35.5,61.5,58,0,5,28,rasher_steneck,68,NA
2006,mdi,3,4,44.1223,-68.4406,5,46.5,47,70,0.1,6,3,rasher_steneck,79,NA
2006,mdi,4,4,44.1171,-68.3382,5,73.5,51.5,78,0,6,3,rasher_steneck,77,NA
2006,mdi,3,3,44.225,-68.3082,5,88,40,45.5,0,6,3,rasher_steneck,85,NA
2006,mdi,4,4,44.148,-68.2446,5,65,55,68,0,6,3,rasher_steneck,76,NA
2006,mdi,4,3,44.3065,-68.1934,5,67.5,71.5,23.5,0,6,4,rasher_steneck,88,NA
2006,mdi,3,3,44.3411,-68.175,5,93,33.5,56.5,8.1,6,4,rasher_steneck,90,NA
2006,mdi,3,3,44.363,-68.087,5,63.5,50.5,32.5,0,6,18,rasher_steneck,103,NA
2006,mdi,4,3,44.354,-68.0763,5,82,46,78,0.1,6,18,rasher_steneck,102,NA
2006,downeast,4,3,44.3985,-67.9973,5,92.5,16,88,0,6,17,rasher_steneck,97,NA
2006,downeast,5,5,44.3668,-67.9823,5,87,18,78,3.8,6,17,rasher_steneck,96,NA
2006,downeast,4,3,44.3892,-67.961,5,95,12.5,80.5,0,6,17,rasher_steneck,95,NA
2006,downeast,3,3,44.3982,-67.9546,5,92,12.5,79.5,0,6,17,rasher_steneck,94,NA
2006,downeast,3,3,44.4116,-67.9418,5,82.08,18.5,81.5,0,6,17,rasher_steneck,93,NA
2006,downeast,3,3,44.4114,-67.9104,5,93.5,21.5,82.5,0,6,17,rasher_steneck,91,NA
2006,downeast,3,3,44.4797,-67.8335,5,92.5,17,46.5,8.1,6,29,rasher_steneck,109,NA
2006,downeast,4,4,44.4423,-67.8258,5,77.5,36.5,68.5,0.5,6,29,rasher_steneck,112,NA
2006,downeast,3,4,44.4638,-67.6705,5,35.5,58.5,61.5,0,6,29,rasher_steneck,117,NA
2006,downeast,3,3,44.4863,-67.637,5,48,57.5,82.5,0,6,29,rasher_steneck,118,NA
2006,downeast,4,3,44.5554,-67.4921,5,63.5,61.5,81.5,2.5,6,30,rasher_steneck,126,NA
2006,downeast,3,3,44.5962,-67.4593,5,49,37.5,84.5,0,7,1,rasher_steneck,131,NA
2006,downeast,3,4,44.5636,-67.4461,5,52,47,91.5,0,7,1,rasher_steneck,130,NA
2006,downeast,3,3,44.6298,-67.3645,5,69,71,39.5,0.9,7,1,rasher_steneck,132,NA
2006,downeast,3,3,44.6283,-67.2633,5,65.5,62,75.5,0.9,7,1,rasher_steneck,135,NA
2006,downeast,3,3,44.6413,-67.2454,5,44.5,47,47.5,1,7,1,rasher_steneck,136,NA
2006,downeast,5,3,44.6434,-67.1973,5,63.5,52,65,4,7,1,rasher_steneck,138,NA
2006,downeast,4,3,44.7021,-67.1156,5,78.5,45.5,64.5,0,7,2,rasher_steneck,139,NA
2006,downeast,4,3,44.7464,-67.0702,5,69.5,11.5,17,19.6,7,2,rasher_steneck,141,NA
2006,downeast,4,3,44.7857,-66.9992,5,90.5,7.5,10.5,11.8,7,2,rasher_steneck,143,NA
2007,york,4,3,43.3337,-70.5075,5,62,68,31.5,0,5,7,rasher_steneck,4,NA
2007,york,5,5,43.1191,-70.4783,5,84,60,1,33.1,5,7,rasher_steneck,2,NA
2007,york,4,4,43.4807,-70.3576,5,17,77.5,7.5,0,5,7,rasher_steneck,7,NA
2007,york,4,3,43.5368,-70.2894,5,19.5,9,98,0,5,7,rasher_steneck,8,NA
2007,casco.bay,4,3,43.6179,-70.2068,5,6,9,0.5,0,5,7,rasher_steneck,9,NA
2007,casco.bay,4,3,43.7242,-69.9901,5,61.5,53,8.5,0,5,8,rasher_steneck,13,NA
2007,casco.bay,3,3,43.7484,-69.9626,5,29.5,59.5,55.5,0.2,5,8,rasher_steneck,14,NA
2007,casco.bay,3,3,43.7384,-69.9405,5,21,61,26,0,5,8,rasher_steneck,15,NA
2007,midcoast,4,4,43.7576,-69.6103,5,64,82.5,1,0,5,10,rasher_steneck,22,NA
2007,midcoast,3,3,43.8207,-69.5813,5,44,74.5,29,0,5,11,rasher_steneck,29,NA
2007,midcoast,4,4,43.7847,-69.5748,5,58.5,73.5,8,0,5,10,rasher_steneck,23,NA
2007,midcoast,4,3,43.848,-69.4945,5,66,49.5,4.5,0,5,11,rasher_steneck,33,NA
2007,midcoast,4,4,43.8799,-69.3532,5,47.5,76,14.5,0,5,14,rasher_steneck,46,NA
2007,midcoast,4,4,43.8712,-69.282,5,51,76,28.5,0,5,14,rasher_steneck,39,NA
2007,penobscot.bay,3,3,43.9163,-69.2275,5,54.9,55.5,18.5,0,5,17,rasher_steneck,48,NA
2007,penobscot.bay,3,3,43.9751,-69.1589,5,70.5,51,10.5,7.8,5,17,rasher_steneck,49,NA
2007,penobscot.bay,3,4,43.8626,-69.134,5,49,83,12.5,0,5,14,rasher_steneck,40,NA
2007,penobscot.bay,3,3,43.9752,-69.1279,5,37.5,66.5,51,0,5,17,rasher_steneck,50,NA
2007,penobscot.bay,3,3,43.9754,-69.0603,5,41.5,70.5,42.5,0,5,17,rasher_steneck,51,NA
2007,penobscot.bay,3,3,44.0737,-69.0407,5,48,76.5,19,0,5,17,rasher_steneck,54,NA
2007,penobscot.bay,4,4,43.926,-69.0219,5,54,59,88,0,5,14,rasher_steneck,43,NA
2007,penobscot.bay,4,4,44.0196,-68.6285,5,84,36.5,13,0,5,29,rasher_steneck,66,NA
2007,mdi,3,4,44.0603,-68.5848,5,28,53.5,70,0,5,29,rasher_steneck,67,NA
2007,mdi,4,4,44.1133,-68.4344,5,64.5,65,46.5,0,6,7,rasher_steneck,81,NA
2007,mdi,3,4,44.1131,-68.4033,5,44.5,49,34.5,0,6,7,rasher_steneck,82,NA
2007,mdi,3,4,44.1307,-68.3467,5,22,58.5,7,0,6,7,rasher_steneck,84,NA
2007,mdi,4,4,44.1801,-68.3337,5,40,75.5,66,0,6,7,rasher_steneck,85,NA
2007,mdi,3,4,44.206,-68.3229,5,55.5,61,53,0,6,7,rasher_steneck,86,NA
2007,mdi,4,4,44.2423,-68.2079,5,69,50,86,0,6,8,rasher_steneck,87,NA
2007,mdi,3,3,44.3321,-68.1745,5,99.5,51.5,56,1.9,6,8,rasher_steneck,90,NA
2007,mdi,3,3,44.3586,-68.0931,5,68,54.5,74.5,2.6,6,8,rasher_steneck,97,NA
2007,downeast,4,4,44.33,-68.0338,5,64,72.5,47.5,0.1,6,10,rasher_steneck,100,NA
2007,downeast,4,3,44.3851,-68.0129,5,83,25,90.5,0,6,10,rasher_steneck,104,NA
2007,downeast,5,5,44.3669,-67.9928,5,84.5,55,51.5,0,6,10,rasher_steneck,105,NA
2007,downeast,4,4,44.4069,-67.9166,5,71.5,43.5,37,0,6,10,rasher_steneck,108,NA
2007,downeast,5,4,44.3888,-67.8919,5,86,28.5,97.5,0,6,10,rasher_steneck,109,NA
2007,downeast,4,3,44.429,-67.8476,5,56,58.5,42,0,6,18,rasher_steneck,111,NA
2007,downeast,4,4,44.446,-67.8216,5,74.5,55,59,0,6,18,rasher_steneck,112,NA
2007,downeast,3,3,44.4955,-67.7388,5,21,85.5,50.5,0,6,18,rasher_steneck,115,NA
2007,downeast,3,3,44.4819,-67.6823,5,35.5,86.5,39,1.2,6,18,rasher_steneck,117,NA
2007,downeast,3,3,44.4721,-67.6766,5,41,69.5,73,0.1,6,18,rasher_steneck,118,NA
2007,downeast,4,4,44.4752,-67.5443,5,48.5,93,57,0.1,6,19,rasher_steneck,123,NA
2007,downeast,4,4,44.5547,-67.467,5,31,85,40,3.4,6,19,rasher_steneck,130,NA
2007,downeast,4,4,44.572,-67.4097,5,21.5,77.5,76.5,1.6,6,19,rasher_steneck,132,NA
2007,downeast,3,3,44.5976,-67.3692,5,45,84.5,34,1.6,6,27,rasher_steneck,135,NA
2007,downeast,3,4,44.5846,-67.3527,5,70.5,77,46,1.1,6,27,rasher_steneck,134,NA
2007,downeast,4,3,44.6086,-67.2589,5,48,74.5,96,0,6,27,rasher_steneck,138,NA
2007,downeast,4,3,44.6613,-67.174,5,87,51.5,47,14.9,6,27,rasher_steneck,140,NA
2007,downeast,4,3,44.7595,-67.0441,5,88.5,31,16.5,22,6,27,rasher_steneck,142,NA
2008,york,4,3,43.00588,-70.60603,5,91.5,94.5,0,0,5,5,rasher_steneck,2,NA
2008,york,5,3,43.42215,-70.36851,5,86.5,86.5,3.5,0,5,5,rasher_steneck,6,NA
2008,york,4,3,43.52701,-70.3212,5,90.5,59,3,0,5,5,rasher_steneck,8,NA
2008,york,4,3,43.54978,-70.26012,5,75.5,19,3.5,0,5,5,rasher_steneck,9,NA
2008,casco.bay,4,4,43.65428,-70.17568,5,72,82,5,0,5,6,rasher_steneck,10,NA
2008,casco.bay,4,4,43.71523,-69.98998,5,89.5,75.5,22,0,5,6,rasher_steneck,15,NA
2008,casco.bay,4,4,43.72062,-69.8856,5,28,42.5,39,0,5,6,rasher_steneck,18,NA
2008,midcoast,3,3,43.79772,-69.71682,5,58,82,60,0,5,7,rasher_steneck,20,NA
2008,midcoast,3,3,43.78443,-69.65147,5,77.5,78,6.5,0.1,5,7,rasher_steneck,23,NA
2008,midcoast,3,3,43.80244,-69.65067,5,43.5,27.5,0,0,5,7,rasher_steneck,24,NA
2008,midcoast,4,4,43.76212,-69.59302,5,92.5,71,2.5,2,5,8,rasher_steneck,28,NA
2008,midcoast,3,3,43.86635,-69.3825,5,75.5,92,11,0,5,15,rasher_steneck,37,NA
2008,midcoast,4,3,43.86654,-69.32069,5,37,89.5,36.5,0,5,15,rasher_steneck,39,NA
2008,midcoast,3,3,43.89809,-69.30822,5,53,73.5,79,0,5,15,rasher_steneck,40,NA
2008,penobscot.bay,4,4,43.88518,-69.12039,5,87,70.5,70,0,5,16,rasher_steneck,46,NA
2008,penobscot.bay,3,3,43.97532,-69.08408,5,69.5,85.5,56.5,1.6,5,16,rasher_steneck,52,NA
2008,penobscot.bay,4,4,43.92587,-69.06522,5,51.5,59.5,95,0.2,5,16,rasher_steneck,49,NA
2008,penobscot.bay,4,4,44.0436,-68.91581,5,76,67,77,0,5,21,rasher_steneck,64,NA
2008,penobscot.bay,4,4,44.03337,-68.60379,5,74,49,100,0,5,21,rasher_steneck,66,NA
2008,mdi,4,4,44.09559,-68.48462,5,73.5,71.5,69.5,0,6,2,rasher_steneck,77,NA
2008,mdi,4,4,44.12728,-68.42014,5,78.5,40.5,92,0,6,2,rasher_steneck,75,NA
2008,mdi,3,4,44.18041,-68.37754,5,84,28.5,78.5,0.6,6,3,rasher_steneck,84,NA
2008,mdi,3,4,44.13081,-68.36552,5,89,39.5,86,0,6,2,rasher_steneck,73,NA
2008,mdi,4,4,44.17499,-68.23991,5,83.5,72.5,65.5,0,6,3,rasher_steneck,85,NA
2008,mdi,4,3,44.31419,-68.18947,5,93.5,27.5,92,0,6,3,rasher_steneck,88,NA
2008,mdi,3,3,44.36367,-68.18109,5,68,8,96,0,6,3,rasher_steneck,86,NA
2008,downeast,3,3,44.34023,-68.04249,5,93,32.5,73,0,6,5,rasher_steneck,99,NA
2008,downeast,3,3,44.3447,-68.03709,5,90.5,39.5,62.5,0,6,5,rasher_steneck,98,NA
2008,downeast,4,4,44.33566,-68.02905,5,87,30,94,0.7,6,5,rasher_steneck,97,NA
2008,downeast,5,5,44.36204,-67.93636,5,84.5,45,100,0,6,5,rasher_steneck,91,NA
2008,downeast,3,3,44.40701,-67.93169,5,81,59.5,69.5,0,6,5,rasher_steneck,92,NA
2008,downeast,4,4,44.4215,-67.84725,5,86.5,62.5,61,0,6,11,rasher_steneck,110,NA
2008,downeast,4,4,44.43773,-67.8102,5,92.5,43,74.4,8.3,6,11,rasher_steneck,111,NA
2008,downeast,3,3,44.48767,-67.64657,5,86.5,57.5,82.5,1.6,6,11,rasher_steneck,116,NA
2008,downeast,4,4,44.46565,-67.5639,5,64,88.5,75,0.4,6,12,rasher_steneck,120,NA
2008,downeast,4,4,44.48392,-67.52526,5,76,81.5,88.5,0,6,12,rasher_steneck,123,NA
2008,downeast,3,3,44.50998,-67.52066,5,64,85,91,0,6,12,rasher_steneck,125,NA
2008,downeast,3,3,44.56919,-67.45395,5,34,76,90,0.4,6,18,rasher_steneck,130,NA
2008,downeast,3,3,44.60541,-67.43378,5,42,66.5,96.5,0.7,6,18,rasher_steneck,131,NA
2008,downeast,4,4,44.58522,-67.39108,5,34,88,56,0,6,18,rasher_steneck,132,NA
2008,downeast,3,4,44.59896,-67.38555,5,59.5,66.5,35.5,4,6,18,rasher_steneck,133,NA
2008,downeast,4,4,44.58003,-67.3518,5,59,88.5,100,1.3,6,18,rasher_steneck,134,NA
2008,downeast,5,4,44.60149,-67.28924,5,68.6,88,91,3.1,6,18,rasher_steneck,136,NA
2008,downeast,4,3,44.62342,-67.2506,5,62,84,87,1.5,6,18,rasher_steneck,137,NA
2008,downeast,3,3,44.66241,-67.18027,5,68.5,82.5,90,0.6,6,19,rasher_steneck,139,NA
2008,downeast,4,3,44.77692,-67.01205,5,68.5,81.5,52.5,7.2,6,19,rasher_steneck,143,NA
2009,york,5,4,43.0989,-70.64389,5,82,86,15.5,0.1,5,4,rasher_steneck,1,NA
2009,york,5,3,43.13972,-70.62016,5,26,100,1,0,5,4,rasher_steneck,3,NA
2009,york,4,3,43.53576,-70.30323,5,91.5,80,6,0,5,4,rasher_steneck,7,NA
2009,york,3,3,43.54859,-70.22339,5,64.5,82.5,14.5,0,5,4,rasher_steneck,8,NA
2009,casco.bay,3,3,43.62679,-70.21171,5,56,90,1.5,0,5,4,rasher_steneck,9,NA
2009,casco.bay,4,3,43.70073,-70.06479,5,60,90,10.5,0,5,5,rasher_steneck,13,NA
2009,casco.bay,3,3,43.73347,-69.97396,5,42,84.5,63,0,5,5,rasher_steneck,14,NA
2009,midcoast,5,5,43.74027,-69.7193,5,75.5,65.5,64,0,5,5,rasher_steneck,19,NA
2009,midcoast,4,3,43.7844,-69.66201,5,77,93,15.5,0,5,6,rasher_steneck,25,NA
2009,midcoast,4,3,43.86601,-69.4875,5,57,90,24,0.1,5,11,rasher_steneck,33,NA
2009,midcoast,4,4,43.86207,-69.30921,5,90.5,55.5,66.5,0,5,13,rasher_steneck,49,NA
2009,midcoast,3,3,43.90784,-69.25393,5,84,78,68,0,5,13,rasher_steneck,52,NA
2009,penobscot.bay,4,3,43.95726,-69.10284,5,60.5,58,97,0,5,12,rasher_steneck,47,NA
2009,penobscot.bay,3,3,44.02326,-69.03791,5,82.5,68.5,28,6.4,5,12,rasher_steneck,43,NA
2009,penobscot.bay,3,3,44.04301,-69.03446,5,58.5,90.5,21,0.6,5,12,rasher_steneck,44,NA
2009,penobscot.bay,4,4,43.90356,-69.00313,5,91,25.5,96.5,0,5,12,rasher_steneck,40,NA
2009,penobscot.bay,3,4,44.03897,-68.89702,5,65,76.5,47.5,0.3,5,19,rasher_steneck,56,NA
2009,penobscot.bay,4,4,44.05341,-68.65604,5,66,75,46.5,0,5,19,rasher_steneck,58,NA
2009,mdi,3,4,44.13148,-68.46552,5,54,84.5,81,0.4,5,19,rasher_steneck,61,NA
2009,mdi,3,3,44.11801,-68.37249,5,64,79.5,81,0,5,26,rasher_steneck,82,NA
2009,mdi,3,3,44.3187,-68.18758,5,90,28,94,0,5,26,rasher_steneck,78,NA
2009,mdi,3,3,44.33661,-68.1737,5,87,53.5,78.5,6.9,5,26,rasher_steneck,76,NA
2009,mdi,4,3,44.33128,-68.0515,5,84,68.5,61.5,3.3,6,4,rasher_steneck,100,NA
2009,downeast,3,3,44.40318,-68.01091,5,83.5,42,77.5,1.1,6,4,rasher_steneck,95,NA
2009,downeast,4,3,44.38941,-67.99013,5,84.5,48,88.5,0,6,4,rasher_steneck,94,NA
2009,downeast,4,3,44.40283,-67.93557,5,73.5,54,97.5,0,6,4,rasher_steneck,93,NA
2009,downeast,3,3,44.41602,-67.92899,5,78,53,87.5,1.1,6,4,rasher_steneck,91,NA
2009,downeast,3,3,44.45138,-67.83427,5,90.5,26.6,48,23.5,6,9,rasher_steneck,110,NA
2009,downeast,4,3,44.44226,-67.81543,5,79.5,89,36.5,2.6,6,9,rasher_steneck,111,NA
2009,downeast,4,3,44.47479,-67.7956,5,90,32.5,59.5,21.3,6,9,rasher_steneck,112,NA
2009,downeast,4,4,44.46431,-67.74828,5,89,29,71.5,5.7,6,9,rasher_steneck,115,NA
2009,downeast,3,3,44.50167,-67.74431,5,77,38,76.5,0.4,6,9,rasher_steneck,114,NA
2009,downeast,4,4,44.45956,-67.70998,5,54,83.5,79.5,0,6,9,rasher_steneck,116,NA
2009,downeast,4,4,44.46836,-67.6767,5,33.5,88,75,0,6,9,rasher_steneck,118,NA
2009,downeast,4,3,44.55978,-67.48568,5,56.5,63.8,86,1.9,6,11,rasher_steneck,129,NA
2009,downeast,3,3,44.60376,-67.4427,5,67.5,75,86.5,1.9,6,11,rasher_steneck,132,NA
2009,downeast,4,4,44.57191,-67.40451,5,71,60,92,0.5,6,11,rasher_steneck,131,NA
2009,downeast,3,4,44.58018,-67.35951,5,53.3,81.5,74,2.5,6,11,rasher_steneck,133,NA
2009,downeast,4,4,44.59754,-67.32067,5,65,85,82.5,0,6,11,rasher_steneck,136,NA
2009,downeast,4,3,44.66214,-67.16768,5,65.5,75,83,1,6,15,rasher_steneck,140,NA
2009,downeast,3,3,44.811279999999996,-66.95433,5,96,31.5,52.5,91.7,6,15,rasher_steneck,144,NA
2010,york,4,4,43.001839,-70.604214,5,52,88.5,1,0,5,5,rasher_steneck,2,NA
2010,york,5,5,43.099699,-70.582306,5,59,75,0,1.9,5,5,rasher_steneck,3,NA
2010,york,4,4,43.333101,-70.503788,5,56,70,39.5,0,5,5,rasher_steneck,4,NA
2010,casco.bay,4,3,43.554865,-70.204014,5,68.5,58.5,17.5,0,5,5,rasher_steneck,7,NA
2010,casco.bay,4,4,43.687002,-70.082733,5,51.5,81.5,7.5,0,5,7,rasher_steneck,19,NA
2010,casco.bay,3,3,43.714397,-70.052452,5,31.5,77.5,7,0,5,7,rasher_steneck,20,NA
2010,casco.bay,4,4,43.729153,-69.958694,5,19.5,50,13.5,0,5,7,rasher_steneck,24,NA
2010,midcoast,3,3,43.811586,-69.606174,5,34.5,82,20.5,0.1,5,6,rasher_steneck,13,NA
2010,midcoast,4,4,43.771149,-69.586964,5,24,84,19.5,0,5,6,rasher_steneck,12,NA
2010,midcoast,3,3,43.906717,-69.427219,5,37,77,34.5,0,5,12,rasher_steneck,30,NA
2010,midcoast,4,3,43.884392,-69.369675,5,42.5,62,30.5,0,5,12,rasher_steneck,37,NA
2010,midcoast,3,3,43.901054,-69.357361,5,36,76,40,0.5,5,12,rasher_steneck,36,NA
2010,midcoast,3,3,43.890343,-69.314453,5,37,60,77,0.2,5,13,rasher_steneck,39,NA
2010,midcoast,3,3,43.9027,-69.270683,5,68.5,40.5,83,0.1,5,13,rasher_steneck,41,NA
2010,penobscot.bay,3,3,43.971127,-69.14045,5,85.5,42,21.5,27.4,5,13,rasher_steneck,45,NA
2010,penobscot.bay,3,4,43.898695,-69.115273,5,51,63,87,0,5,13,rasher_steneck,43,NA
2010,penobscot.bay,3,3,43.988892,-69.065304,5,21,85.5,25.5,0,5,13,rasher_steneck,46,NA
2010,penobscot.bay,4,3,44.052469,-68.765797,5,56,62,89,1.2,5,17,rasher_steneck,60,NA
2010,penobscot.bay,3,3,44.119942,-68.703728,5,44.5,76.5,61,0,5,14,rasher_steneck,56,NA
2010,penobscot.bay,4,4,44.020254,-68.661091,5,31.5,82.5,31.5,1.5,5,17,rasher_steneck,61,NA
2010,mdi,3,3,44.193615,-68.332809,5,50,37,16.5,0,5,20,rasher_steneck,76,NA
2010,mdi,4,4,44.237673,-68.189121,5,78,71.5,36,2.3,5,21,rasher_steneck,80,NA
2010,downeast,4,3,44.349161,-68.030678,5,84.5,33.5,69,1,5,21,rasher_steneck,88,NA
2010,downeast,5,5,44.366816,-67.978165,5,100,12.5,18,37.1,5,21,rasher_steneck,82,NA
2010,downeast,5,5,44.378828,-67.929287,5,33.5,46.5,90.5,0,5,21,rasher_steneck,83,NA
2010,downeast,3,3,44.442547,-67.858173,5,47.5,61,57.5,0,6,8,rasher_steneck,97,NA
2010,downeast,5,4,44.424252,-67.815056,5,71,67.5,72,0,6,9,rasher_steneck,109,NA
2010,downeast,3,3,44.482742,-67.808296,5,53,61,51,4.9,6,8,rasher_steneck,99,NA
2010,downeast,4,4,44.447493,-67.804268,5,70,46,48.5,9.6,6,9,rasher_steneck,110,NA
2010,downeast,3,3,44.481953,-67.691265,5,55.5,68.7,88,0,6,8,rasher_steneck,102,NA
2010,downeast,4,3,44.462994,-67.622927,5,61,56,64.5,0,6,8,rasher_steneck,104,NA
2010,downeast,4,4,44.461823,-67.550404,5,51.5,72,71,4.1,6,8,rasher_steneck,105,NA
2010,downeast,3,3,44.55131,-67.51722,5,63.5,60.5,67.5,1.7,6,9,rasher_steneck,113,NA
2010,downeast,3,3,44.5996,-67.451046,5,58,50,90,0.6,6,9,rasher_steneck,115,NA
2010,downeast,4,3,44.585962,-67.435707,5,64,63.5,89,2.9,6,9,rasher_steneck,116,NA
2010,downeast,5,4,44.558304,-67.430355,5,63,71,91,0.1,6,9,rasher_steneck,117,NA
2010,downeast,3,3,44.598408,-67.373578,5,42,71,83.5,0,6,10,rasher_steneck,119,NA
2010,downeast,3,3,44.60796,-67.326618,5,60.5,78,83,0,6,10,rasher_steneck,122,NA
2010,downeast,4,3,44.605822,-67.277252,5,61.5,75.5,79.5,0.7,6,10,rasher_steneck,123,NA
2010,downeast,3,3,44.658434,-67.190369,5,65.5,61,67.5,1.9,6,10,rasher_steneck,124,NA
2010,downeast,4,3,44.688963,-67.134857,5,52,75.5,70.5,2,6,10,rasher_steneck,125,NA
2010,downeast,4,3,44.728092,-67.100742,5,61,79,49,1.3,6,10,rasher_steneck,126,NA
2011,york,5,3,43.09433,-70.64988,5,61,83,2.1,0.1,5,13,rasher_steneck,37,NA
2011,york,4,3,43.20461,-70.58691,5,68,91.7,4.5,0.1,5,13,rasher_steneck,35,NA
2011,york,5,3,43.33132,-70.48355,5,72.5,89,6.5,0,5,13,rasher_steneck,34,NA
2011,casco.bay,4,3,43.72486,-69.94028,5,83.5,75.5,4.5,0,5,12,rasher_steneck,26,NA
