year,region,exposure.code,coastal.code,latitude,longitude,depth,crust,understory,kelp,urchin,month,day,survey,site,desm
2011,casco.bay,4,3,43.70235,-69.85163,5,90,35,9.5,0,5,12,rasher_steneck,22,NA
2011,midcoast,3,3,43.78424,-69.70947,5,60.5,61,79.5,1.1,5,10,rasher_steneck,7,NA
2011,midcoast,4,4,43.77108,-69.60856,5,53,71,7.5,0,5,10,rasher_steneck,9,NA
2011,midcoast,3,3,43.82522,-69.56901,5,53,45,67,0,5,10,rasher_steneck,10,NA
2011,midcoast,5,4,43.81638,-69.51929,5,78.5,52.5,73,0,5,11,rasher_steneck,12,NA
2011,midcoast,4,4,43.85305,-69.31426,5,78.5,65.5,39,0.3,5,25,rasher_steneck,39,NA
2011,penobscot.bay,3,3,43.9344,-69.20874,5,69,84.5,10,0,5,25,rasher_steneck,41,NA
2011,penobscot.bay,3,3,43.97052,-69.17754,5,74.5,67.5,53,0.8,5,25,rasher_steneck,42,NA
2011,penobscot.bay,3,3,44.07453,-69.03446,5,80,67.5,6.5,6.6,5,25,rasher_steneck,46,NA
2011,penobscot.bay,4,4,44.03024,-68.80973,5,51.5,39,70.5,0,5,31,rasher_steneck,59,NA
2011,penobscot.bay,4,4,44.00873,-68.79987,5,28,84,41,0,5,31,rasher_steneck,60,NA
2011,mdi,3,3,44.10514,-68.5657,5,45.5,75,37.5,0,5,31,rasher_steneck,64,NA
2011,mdi,3,3,44.12279,-68.51235,5,62.5,40,59.5,0,5,31,rasher_steneck,66,NA
2011,mdi,4,4,44.10914,-68.49077,5,46.5,46.5,74,0,5,31,rasher_steneck,68,NA
2011,mdi,3,3,44.19733,-68.32113,5,80,14,84,0,6,1,rasher_steneck,75,NA
2011,mdi,3,3,44.2829,-68.22105,5,90,78,33,0,6,1,rasher_steneck,78,NA
2011,mdi,3,3,44.32215,-68.18067,5,87,36.5,42,23.6,6,1,rasher_steneck,79,NA
2011,mdi,3,3,44.36767,-68.10566,5,72.5,45.5,78.5,0,6,2,rasher_steneck,82,NA
2011,mdi,3,3,44.35407,-68.09337,5,79.5,60.5,25.5,0,6,2,rasher_steneck,81,NA
2011,downeast,3,3,44.34474,-68.04247,5,73.5,51.5,52,0,6,3,rasher_steneck,94,NA
2011,downeast,3,3,44.3357,-68.03724,5,83.5,42.5,75,0,6,3,rasher_steneck,95,NA
2011,downeast,4,3,44.39761,-67.95086,5,88.5,18,82.5,0,6,3,rasher_steneck,92,NA
2011,downeast,3,3,44.44721,-67.85321,5,86,40.5,83,0,6,7,rasher_steneck,106,NA
2011,downeast,4,4,44.44754,-67.83994,5,78,40,83.5,0,6,7,rasher_steneck,105,NA
2011,downeast,5,5,44.33419,-67.81144,5,74,37,92,0,6,7,rasher_steneck,98,NA
2011,downeast,3,4,44.46835,-67.74585,5,87.5,23.5,20.5,8.6,6,7,rasher_steneck,104,NA
2011,downeast,3,3,44.50902,-67.69728,5,82,22.5,47,0.7,6,7,rasher_steneck,103,NA
2011,downeast,3,3,44.48499,-67.69122,5,75,75.5,35.5,0,6,9,rasher_steneck,108,NA
2011,downeast,3,3,44.49969,-67.64521,5,68.5,44.5,76,0.9,6,7,rasher_steneck,102,NA
2011,downeast,4,4,44.44969,-67.63297,5,36.5,81,28.5,1,6,7,rasher_steneck,101,NA
2011,downeast,3,3,44.57771,-67.48088,5,57,64,81,1.8,6,9,rasher_steneck,117,NA
2011,downeast,3,3,44.59653,-67.4561,5,71,59.5,63,5.1,6,9,rasher_steneck,118,NA
2011,downeast,4,4,44.55448,-67.44584,5,63.5,70,89,0.6,6,9,rasher_steneck,116,NA
2011,downeast,3,3,44.59795,-67.41275,5,0,13.5,0.5,0,6,13,rasher_steneck,121,NA
2011,downeast,5,4,44.57193,-67.39589,5,29.5,75,61,0.6,6,13,rasher_steneck,122,NA
2011,downeast,3,3,44.5987,-67.38786,5,14.5,64,76.5,0,6,13,rasher_steneck,120,NA
2011,downeast,4,4,44.58508,-67.38414,5,30,67,46,0.2,6,13,rasher_steneck,123,NA
2011,downeast,3,3,44.63701,-67.25779,5,76,45.5,63.5,0.1,6,13,rasher_steneck,125,NA
2011,downeast,5,3,44.6436,-67.19338,5,67,72.5,51,0,6,13,rasher_steneck,126,NA
2012,casco.bay,4,3,43.70278,-69.8328,5,58,70.5,0.5,0,5,2,rasher_steneck,9,NA
2012,midcoast,4,3,43.72234,-69.7806,5,45,87,2,0,5,2,rasher_steneck,10,NA
2012,midcoast,4,4,43.77567,-69.5803,5,77.5,84.5,0,0,5,3,rasher_steneck,13,NA
2012,midcoast,4,3,43.83442,-69.5069,5,82.5,76,7,0.1,5,3,rasher_steneck,16,NA
2012,midcoast,4,3,43.87986,-69.377,5,58,86.5,9.5,0,5,4,rasher_steneck,20,NA
2012,midcoast,4,3,43.88954,-69.3604,5,62,85.5,22.5,0,5,3,rasher_steneck,19,NA
2012,penobscot.bay,4,3,43.97516,-69.1341,5,55.5,55,64,0.2,5,7,rasher_steneck,35,NA
2012,penobscot.bay,4,4,43.88062,-69.134,5,19.5,72.5,42.5,0.8,5,7,rasher_steneck,33,NA
2012,mdi,4,4,44.1002,-68.5017,5,46,53.5,41.5,0.3,5,8,rasher_steneck,42,NA
2012,mdi,3,3,44.14448,-68.3904,5,35,52.5,49,0,5,11,rasher_steneck,70,NA
2012,mdi,3,3,44.28765,-68.2323,5,57.5,84,31.5,1.5,5,12,rasher_steneck,76,NA
2012,mdi,4,3,44.35412,-68.0996,5,84,60.5,60,0,5,13,rasher_steneck,93,NA
2012,mdi,3,3,44.37017,-68.077,5,93.5,11,2.5,35.3,5,13,rasher_steneck,94,NA
2012,mdi,4,3,44.34041,-68.0685,5,90,29.5,38.5,42.6,5,13,rasher_steneck,92,NA
2012,downeast,4,3,44.3492,-68.037,5,67.3,64,82.5,0,5,13,rasher_steneck,90,NA
2012,downeast,4,5,44.37144,-67.9975,5,82.5,36.5,82.5,0.2,5,13,rasher_steneck,88,NA
2012,downeast,3,3,44.40708,-67.9402,5,54,58.7,51.5,0.4,5,13,rasher_steneck,86,NA
2012,downeast,4,4,44.37516,-67.8796,5,60.5,67,60.5,0,6,11,rasher_steneck,101,NA
2012,downeast,4,3,44.42447,-67.8477,5,70.5,79,23,0,6,11,rasher_steneck,102,NA
2012,downeast,3,3,44.4649,-67.8355,5,84,29.5,20,0,6,11,rasher_steneck,99,NA
2012,downeast,3,3,44.48277,-67.8143,5,82,47,65,0,6,12,rasher_steneck,110,NA
2012,downeast,3,3,44.47806,-67.7809,5,51.5,78,42,0,6,12,rasher_steneck,111,NA
2012,downeast,5,5,44.45055,-67.7076,5,64,65.5,76.5,0.2,6,11,rasher_steneck,109,NA
2012,downeast,3,3,44.48185,-67.6763,5,33.5,69,59.5,0.3,6,11,rasher_steneck,108,NA
2012,downeast,3,3,44.50906,-67.6608,5,49,45,71.5,0,6,11,rasher_steneck,107,NA
2012,downeast,3,4,44.47208,-67.6261,5,62.5,73.5,37,1.1,6,11,rasher_steneck,106,NA
2012,downeast,4,4,44.44925,-67.593,5,76,41,73,0,6,11,rasher_steneck,105,NA
2012,downeast,3,3,44.52664,-67.5503,5,48,66,54,0,6,12,rasher_steneck,115,NA
2012,downeast,4,3,44.55114,-67.5046,5,72.5,74.5,64,0,6,12,rasher_steneck,119,NA
2012,downeast,3,3,44.60746,-67.4208,5,16.5,36.5,81,0,6,20,rasher_steneck,123,NA
2012,downeast,3,3,44.62086,-67.3707,5,80.5,74.5,46,0.4,6,20,rasher_steneck,125,NA
2012,downeast,4,4,44.57568,-67.3593,5,29.5,81.5,48.5,0,6,20,rasher_steneck,124,NA
2012,downeast,4,3,44.63781,-67.2429,5,78.5,67.5,77,0,6,20,rasher_steneck,130,NA
2012,downeast,4,3,44.62181,-67.2379,5,81.5,55.5,50.5,16.9,6,20,rasher_steneck,129,NA
2012,downeast,3,3,44.76417,-67.0568,5,71,67,37.5,2.1,6,30,rasher_steneck,133,NA
2013,midcoast,3,3,43.78328,-69.7168,5,69,66,7,0.3,5,1,rasher_steneck,3,NA
2013,midcoast,4,3,43.79359,-69.6031,5,55,81,12,0.3,5,2,rasher_steneck,13,NA
2013,midcoast,3,3,43.80262,-69.5937,5,65,82.5,14,0,5,2,rasher_steneck,12,NA
2013,midcoast,4,3,43.77564,-69.5885,5,64.5,71.5,12.5,0,5,2,rasher_steneck,14,NA
2013,midcoast,4,3,43.82071,-69.5689,5,59,76.5,31.5,0,5,2,rasher_steneck,17,NA
2013,midcoast,4,4,43.82078,-69.5464,5,58,73,21.5,0.1,5,2,rasher_steneck,16,NA
2013,midcoast,4,3,43.86184,-69.3841,5,74.5,72.5,6.5,0,5,6,rasher_steneck,32,NA
2013,midcoast,3,3,43.92499,-69.3412,5,54.5,66,51,0,5,3,rasher_steneck,29,NA
2013,penobscot.bay,4,3,43.89403,-69.1648,5,73.5,56.5,68,0,5,6,rasher_steneck,37,NA
2013,penobscot.bay,3,3,43.98408,-69.1589,5,56.5,81,15.5,1.1,5,6,rasher_steneck,36,NA
2013,penobscot.bay,3,3,44.00018,-69.0501,5,75,74,17.5,26.8,5,6,rasher_steneck,42,NA
2013,penobscot.bay,3,3,44.0925,-69.0419,5,62.5,76.5,12,3,5,15,rasher_steneck,54,NA
2013,penobscot.bay,3,3,44.07,-69.0407,5,64,79.5,15,5,5,7,rasher_steneck,53,NA
2013,penobscot.bay,4,3,43.91694,-69.0406,5,68.5,75,32,0.9,5,6,rasher_steneck,39,NA
2013,penobscot.bay,3,3,44.09693,-68.6407,5,71.5,50.5,49.5,4.8,5,15,rasher_steneck,57,NA
2013,mdi,4,4,44.11772,-68.4282,5,36,71,50,0,5,15,rasher_steneck,62,NA
2013,mdi,3,4,44.13053,-68.4135,5,54.5,57,79,0,5,15,rasher_steneck,63,NA
2013,mdi,3,3,44.30526,-68.1998,5,16,73,14.5,0,5,16,rasher_steneck,75,NA
2013,mdi,3,4,44.24978,-68.1978,5,45.5,67,33,0,5,16,rasher_steneck,74,NA
2013,mdi,3,3,44.35015,-68.1797,5,79,61.5,44,0,5,16,rasher_steneck,76,NA
2013,mdi,3,3,44.36297,-68.0769,5,48.5,74,62.5,1,5,17,rasher_steneck,79,NA
2013,mdi,4,3,44.3358,-68.0553,5,72.5,65.5,81.5,0,5,17,rasher_steneck,77,NA
2013,downeast,3,3,44.36711,-68.024,5,69.5,69.5,81,0.3,5,18,rasher_steneck,90,NA
2013,downeast,4,3,44.37597,-68.0006,5,76,38,87,0,5,18,rasher_steneck,91,NA
2013,downeast,4,3,44.37137,-67.9882,5,83.5,44,84.5,0,5,18,rasher_steneck,92,NA
2013,downeast,5,5,44.36649,-67.9299,5,90.5,18,91,0,5,18,rasher_steneck,93,NA
2013,downeast,4,3,44.4155,-67.8538,5,80.5,52.5,81.5,0.1,5,30,rasher_steneck,99,NA
2013,downeast,4,3,44.448,-67.8356,5,79.5,55,79.5,0,5,30,rasher_steneck,97,NA
2013,downeast,3,3,44.49631,-67.8192,5,77.5,48.5,33,0.6,5,30,rasher_steneck,96,NA
2013,downeast,4,4,44.45976,-67.7396,5,80,49,32,9.1,5,30,rasher_steneck,100,NA
2013,downeast,3,3,44.49103,-67.7033,5,66.5,81.5,59,0.2,5,30,rasher_steneck,104,NA
2013,downeast,3,3,44.48202,-67.7014,5,70.5,81.5,46.5,0,5,30,rasher_steneck,103,NA
2013,downeast,3,3,44.48175,-67.6642,5,75,64.5,61.5,0,5,30,rasher_steneck,102,NA
2013,downeast,3,3,44.49108,-67.6331,5,78,55.5,79,1.1,5,31,rasher_steneck,106,NA
2013,downeast,4,4,44.44518,-67.633,5,79,38,64.5,1.1,5,31,rasher_steneck,108,NA
2013,downeast,3,3,44.47931,-67.6244,5,72,70.5,63,2.6,5,31,rasher_steneck,107,NA
2013,downeast,3,3,44.48839,-67.5242,5,82.5,65,49,4.9,5,31,rasher_steneck,112,NA
2013,downeast,3,3,44.50681,-67.5182,5,73.5,81,26.5,0,5,31,rasher_steneck,113,NA
2013,downeast,4,4,44.55968,-67.4794,5,69.5,74,68,0.2,5,31,rasher_steneck,117,NA
2013,downeast,3,3,44.57689,-67.4555,5,37,62,80.5,0,6,10,rasher_steneck,122,NA
2013,downeast,3,4,44.56354,-67.4412,5,62.5,75.5,64.5,0.5,5,31,rasher_steneck,116,NA
2013,downeast,4,4,44.55445,-67.4352,5,72,89,9.5,0.2,5,31,rasher_steneck,114,NA
2013,downeast,4,3,44.58579,-67.4273,5,65.5,68,58,1.2,6,10,rasher_steneck,123,NA
2013,downeast,3,3,44.59925,-67.4237,5,16,27,79.5,0,6,10,rasher_steneck,124,NA
2013,downeast,3,3,44.58621,-67.4116,5,54,53,59,0.6,6,10,rasher_steneck,125,NA
2013,downeast,3,3,44.59423,-67.3904,5,51.5,48.5,75.5,0,6,10,rasher_steneck,126,NA
2013,downeast,4,4,44.60932,-67.2764,5,75.5,72,67,0,6,14,rasher_steneck,131,NA
2013,downeast,4,3,44.63634,-67.2186,5,80.5,81.5,23.5,0.1,6,14,rasher_steneck,132,NA
2013,downeast,3,3,44.6584,-67.1897,5,82,59.5,45.5,0,6,14,rasher_steneck,133,NA
2013,downeast,4,3,44.66594,-67.1547,5,76,72,58,1.7,6,14,rasher_steneck,134,NA
2013,downeast,5,3,44.70579,-67.1194,5,74.5,71,47.5,2.5,6,14,rasher_steneck,135,NA
2013,downeast,3,3,44.75089,-67.07,5,85.5,40,29.5,18.4,6,14,rasher_steneck,137,NA
2013,downeast,4,3,44.7901,-66.9928,5,84,37,46,21,6,15,rasher_steneck,138,NA
2014,york,4,3,43.1888,-70.5944,5,52,86.5,7,0,5,5,rasher_steneck,2,NA
2014,york,3,4,43.5118,-70.315,5,47.5,75.5,13,0,5,5,rasher_steneck,5,NA
2014,york,4,3,43.5358,-70.3032,5,81.5,68.5,3.5,0,5,5,rasher_steneck,6,NA
2014,midcoast,3,3,43.8022,-69.718,5,64,70.5,40,0.2,5,7,rasher_steneck,19,NA
2014,midcoast,3,3,43.7934,-69.6743,5,67,79.5,22.5,0,5,7,rasher_steneck,21,NA
2014,midcoast,4,4,43.7936,-69.5897,5,53.5,86.5,19,0.5,5,7,rasher_steneck,23,NA
2014,midcoast,4,3,43.8253,-69.5465,5,68.5,84.5,4.5,0.1,5,7,rasher_steneck,24,NA
2014,midcoast,4,4,43.8798,-69.4077,5,73.5,89,1,1.6,5,8,rasher_steneck,38,NA
2014,midcoast,3,3,43.9251,-69.2958,5,59,56,56,0,5,8,rasher_steneck,34,NA
2014,midcoast,3,3,43.9072,-69.2705,5,19.5,72.5,69.5,0,5,8,rasher_steneck,36,NA
2014,penobscot.bay,4,3,43.9705,-69.1775,5,66.5,72,37.5,3.1,5,12,rasher_steneck,41,NA
2014,penobscot.bay,4,4,43.8942,-69.1282,5,61,80.5,30.5,0,5,12,rasher_steneck,42,NA
2014,penobscot.bay,4,3,43.9754,-69.0653,5,80,58.5,8.5,30.6,5,12,rasher_steneck,44,NA
2014,penobscot.bay,4,3,43.9889,-69.0653,5,74,84,5.5,0.1,5,12,rasher_steneck,45,NA
2014,penobscot.bay,3,3,44.0524,-68.9095,5,69,71.5,38,2.8,5,13,rasher_steneck,49,NA
2014,penobscot.bay,4,3,44.0526,-68.7783,5,68,65.5,47,0,5,13,rasher_steneck,51,NA
2014,mdi,3,4,44.0738,-68.5847,5,66.5,44.5,81.5,0,5,13,rasher_steneck,54,NA
2014,mdi,4,4,44.1001,-68.4846,5,46.5,75.5,48.5,0,5,13,rasher_steneck,56,NA
2014,mdi,4,4,44.1178,-68.4423,5,28.5,61,65.5,0,5,26,rasher_steneck,69,NA
2014,mdi,3,3,44.2877,-68.2323,5,42,76,41,0,5,27,rasher_steneck,78,NA
2014,mdi,4,4,44.239,-68.2096,5,72.5,44,80,0,5,27,rasher_steneck,79,NA
2014,mdi,3,3,44.3677,-68.1057,5,78.5,71,30.5,0.2,6,6,rasher_steneck,90,NA
2014,mdi,4,3,44.3541,-68.0934,5,82,13.5,89.5,0,6,6,rasher_steneck,88,NA
2014,mdi,4,3,44.3495,-68.0764,5,68,67,70,0.6,6,6,rasher_steneck,87,NA
2014,downeast,3,3,44.3537,-68.0432,5,43.5,68,63.5,0,6,6,rasher_steneck,84,NA
2014,downeast,3,3,44.3357,-68.0372,5,73,64.5,60.6,0,6,6,rasher_steneck,85,NA
2014,downeast,4,3,44.4112,-67.8852,5,60,72,19.5,0,6,9,rasher_steneck,97,NA
2014,downeast,3,3,44.4827,-67.8083,5,79,60,26,3.4,6,9,rasher_steneck,100,NA
2014,downeast,3,4,44.4684,-67.6767,5,60,80.5,49.5,0,6,9,rasher_steneck,103,NA
2014,downeast,3,3,44.4901,-67.6276,5,59,82,48,0,6,9,rasher_steneck,105,NA
2014,downeast,3,3,44.5985,-67.4618,5,48.5,70,59.5,0,6,10,rasher_steneck,115,NA
2014,downeast,3,3,44.6038,-67.4427,5,69.5,64.5,67,0.6,6,10,rasher_steneck,114,NA
2014,downeast,3,3,44.5853,-67.3985,5,47,66,70.5,0,6,10,rasher_steneck,113,NA
2014,downeast,3,3,44.5984,-67.3736,5,58.5,79,60,0.3,6,19,rasher_steneck,121,NA
2014,downeast,3,3,44.6253,-67.3648,5,73.5,39.5,4,0.4,6,19,rasher_steneck,120,NA
2014,downeast,3,3,44.6256,-67.2541,5,67.5,83,21,0,6,19,rasher_steneck,123,NA
2014,downeast,4,3,44.6624,-67.1803,5,46.5,89,11.5,0.1,6,19,rasher_steneck,124,NA
2014,downeast,4,3,44.7022,-67.1192,5,76,77,38.5,1.2,6,19,rasher_steneck,125,NA
2014,downeast,3,3,44.7725,-67.0185,5,85.5,18,10,15.4,6,19,rasher_steneck,127,NA
2015,midcoast,3,3,43.8713,-69.3792,5,39,84.5,4.5,0.2,5,11,rasher_steneck,3,NA
2015,midcoast,3,4,43.885,-69.3027,5,32,66,42,0,5,11,rasher_steneck,5,NA
2015,midcoast,3,3,43.9201,-69.2521,5,27.5,65,47,0,5,11,rasher_steneck,7,NA
2015,penobscot.bay,3,3,43.9295,-69.215,5,37.5,53.5,72.5,0,5,11,rasher_steneck,8,NA
2015,penobscot.bay,4,4,43.894,-69.1648,5,53.8,58.5,85.5,0.3,5,12,rasher_steneck,9,NA
2015,penobscot.bay,4,4,43.9573,-69.0966,5,27,71,79.5,0,5,12,rasher_steneck,12,NA
2015,penobscot.bay,5,4,43.9118,-69.0344,5,39.5,58.5,84.5,1.3,5,12,rasher_steneck,11,NA
2015,mdi,3,4,44.1309,-68.3717,5,46.5,54.5,73,0,5,15,rasher_steneck,36,NA
2015,mdi,3,4,44.1694,-68.3459,5,44,73.5,66.5,0,5,16,rasher_steneck,46,NA
2015,mdi,3,4,44.1578,-68.3401,5,40.5,67.5,77,0,5,16,rasher_steneck,45,NA
2015,mdi,3,3,44.2282,-68.3041,5,64,48.5,85.5,0,5,16,rasher_steneck,43,NA
2015,mdi,4,4,44.1707,-68.2458,5,66.5,62,60,0,5,16,rasher_steneck,44,NA
2015,mdi,4,3,44.3586,-68.1056,5,59,68.5,88.5,0,5,18,rasher_steneck,58,NA
2015,mdi,4,3,44.3584,-68.0771,5,53.5,73.5,75.5,4.3,5,18,rasher_steneck,57,NA
2015,downeast,4,3,44.3449,-68.0422,5,75.5,62.5,86.5,0.5,5,17,rasher_steneck,55,NA
2015,downeast,4,3,44.3579,-68.0232,5,75,74,13.5,0.6,5,17,rasher_steneck,54,NA
2015,downeast,4,3,44.3891,-67.9674,5,61.5,65,25,0,5,17,rasher_steneck,52,NA
2015,downeast,4,3,44.3973,-67.9509,5,66,64.5,66,0,5,17,rasher_steneck,51,NA
2015,downeast,4,3,44.4155,-67.8538,5,71,74,81,0.2,6,6,rasher_steneck,66,NA
2015,downeast,3,4,44.4747,-67.6664,5,51,58.5,89.5,0.2,6,6,rasher_steneck,70,NA
2015,downeast,3,4,44.4916,-67.6335,5,66,70,71.5,0,6,6,rasher_steneck,71,NA
2015,downeast,3,4,44.4999,-67.6131,5,68,63,86.5,0.7,6,6,rasher_steneck,72,NA
2015,downeast,4,4,44.458,-67.5953,5,53,74,82,0,6,6,rasher_steneck,73,NA
2015,downeast,3,3,44.4969,-67.5556,5,46,74,71,0,6,7,rasher_steneck,79,NA
2015,downeast,3,4,44.485,-67.5446,5,25,59.5,78,0,6,7,rasher_steneck,77,NA
2015,downeast,4,4,44.484,-67.5248,5,63,82,44.5,0.4,6,7,rasher_steneck,76,NA
2015,downeast,3,4,44.5559,-67.5232,5,60,74.5,85,0.4,6,7,rasher_steneck,86,NA
2015,downeast,4,4,44.5513,-67.5172,5,74.5,63.5,84.5,3.3,6,7,rasher_steneck,85,NA
2015,downeast,3,3,44.6003,-67.4537,5,66.5,71.5,85,0.4,6,7,rasher_steneck,83,NA
2015,downeast,3,3,44.6056,-67.434,5,69.5,43,54,0.9,6,7,rasher_steneck,82,NA
2015,downeast,3,3,44.6197,-67.3764,5,55,83.5,58.5,0,6,13,rasher_steneck,88,NA
2015,downeast,5,4,44.5669,-67.3722,5,64,79,84,0,6,7,rasher_steneck,81,NA
2015,downeast,4,4,44.5975,-67.3207,5,72,79.5,87.5,1.3,6,13,rasher_steneck,90,NA
2015,downeast,4,4,44.6057,-67.2641,5,60,75,87,0,6,13,rasher_steneck,91,NA
2015,downeast,4,3,44.633,-67.2411,5,69.5,81.5,84,0,6,13,rasher_steneck,92,NA
2015,downeast,3,3,44.7642,-67.0568,5,76.5,63.5,46.5,10.5,6,13,rasher_steneck,94,NA
2015,downeast,4,3,44.8033,-66.9735,5,92.5,2.5,11.5,22.5,6,13,rasher_steneck,95,NA
2016,penobscot.bay,3,3,43.9795,-69.1469,5,71,74.5,34,0,5,14,rasher_steneck,15,NA
2016,penobscot.bay,4,4,43.8851,-69.1202,5,78,81,19,0,5,14,rasher_steneck,10,NA
2016,penobscot.bay,4,3,43.9718,-69.0613,5,60,63,87.5,0,5,14,rasher_steneck,12,NA
2016,penobscot.bay,3,3,44.024,-69.0342,5,90,14.5,1,51.5,5,14,rasher_steneck,14,NA
2016,penobscot.bay,4,4,44.0165,-68.7659,5,68.5,53,82,0,5,19,rasher_steneck,29,NA
2016,mdi,4,4,44.0376,-68.5662,5,76.5,63,89.5,0,5,19,rasher_steneck,30,NA
2016,mdi,4,4,44.2333,-68.2519,5,89,62.5,68.5,0,5,21,rasher_steneck,39,NA
2016,mdi,3,3,44.3638,-68.181,5,88.5,38.5,86.5,0,5,21,rasher_steneck,50,NA
2016,mdi,3,3,44.3952,-68.1101,5,94.5,6,2,19.1,5,22,rasher_steneck,54,NA
2016,mdi,3,3,44.3717,-68.0877,5,65,72.5,42,0,5,22,rasher_steneck,51,NA
2016,mdi,4,3,44.3409,-68.0734,5,59,71,91,0,5,21,rasher_steneck,42,NA
2016,downeast,4,4,44.3705,-67.9873,5,90.5,43.5,83,0,5,21,rasher_steneck,44,NA
2016,downeast,3,3,44.4072,-67.94,5,65,36,94,0,5,21,rasher_steneck,47,NA
2016,downeast,3,3,44.4161,-67.929,5,77.5,57.5,90,0,5,21,rasher_steneck,45,NA
2016,downeast,5,4,44.3752,-67.8797,5,72,75,77,0,6,4,rasher_steneck,67,NA
2016,downeast,4,3,44.4201,-67.8726,5,83.5,32,8.5,0.4,6,4,rasher_steneck,66,NA
2016,downeast,4,3,44.4421,-67.8209,5,71,65.5,88,0,6,4,rasher_steneck,68,NA
2016,downeast,3,3,44.4824,-67.8018,5,76,52,91,0,6,4,rasher_steneck,69,NA
2016,downeast,3,4,44.4704,-67.5575,5,29,87.5,16,0,6,5,rasher_steneck,79,NA
2016,downeast,3,3,44.5095,-67.5204,5,61.5,67.5,84.5,0,6,5,rasher_steneck,80,NA
2016,downeast,3,3,44.6071,-67.4205,5,76,63.5,71.5,0.2,6,5,rasher_steneck,86,NA
2016,downeast,3,3,44.6207,-67.3645,5,71,68.5,27.5,2.9,6,5,rasher_steneck,84,NA
2016,downeast,4,3,44.6093,-67.2766,5,71.5,80,77,0,6,18,rasher_steneck,90,NA
2016,downeast,4,3,44.6548,-67.1934,5,73,75,58,0,6,18,rasher_steneck,92,NA
2016,downeast,3,3,44.7643,-67.0514,5,71,79,71,1.4,6,18,rasher_steneck,94,NA
2016,downeast,4,3,44.7808,-67.0105,5,65.5,67.5,51.5,2.4,6,18,rasher_steneck,95,NA
2017,midcoast,3,3,43.9116,-69.302,5,44,71,36.5,0,5,4,rasher_steneck,4,NA
2017,midcoast,3,4,43.8748,-69.2844,5,65,55,42,0,5,4,rasher_steneck,6,NA
2017,penobscot.bay,3,3,43.9749,-69.1776,5,63,69.5,19.5,0,5,5,rasher_steneck,8,NA
2017,penobscot.bay,4,3,43.9706,-69.165,5,73.5,80.5,14.5,0,5,5,rasher_steneck,9,NA
2017,penobscot.bay,3,3,43.9753,-69.0841,5,67.5,71.5,67.5,0,5,5,rasher_steneck,13,NA
2017,penobscot.bay,3,4,43.9663,-69.0778,5,63,80.5,29.5,0,5,5,rasher_steneck,12,NA
2017,penobscot.bay,4,5,43.917,-69.0281,5,73,77,40.5,0,5,5,rasher_steneck,11,NA
2017,penobscot.bay,4,3,44.1101,-68.9455,5,52,69.5,79,0,5,9,rasher_steneck,26,NA
2017,penobscot.bay,3,3,44.0386,-68.8962,5,67.5,59.5,17,6,5,10,rasher_steneck,27,NA
2017,penobscot.bay,4,4,44.0286,-68.6086,5,64.5,71,34,0,5,10,rasher_steneck,29,NA
2017,mdi,4,4,44.0999,-68.4789,5,68.5,80.5,18.5,0,5,10,rasher_steneck,35,NA
2017,mdi,4,4,44.1298,-68.4153,5,58,71.5,70,0,5,10,rasher_steneck,36,NA
2017,mdi,4,4,44.1755,-68.3335,5,58,74.5,70,0,5,10,rasher_steneck,38,NA
2017,mdi,3,4,44.1795,-68.2461,5,94,61.5,17.5,0,5,11,rasher_steneck,39,NA
2017,mdi,3,3,44.2746,-68.2455,5,77.5,77.5,11.5,0,5,12,rasher_steneck,50,NA
2017,mdi,4,4,44.2379,-68.2391,5,76.5,55,47.5,0,5,11,rasher_steneck,40,NA
2017,mdi,3,3,44.3949,-68.1236,5,77.5,61.5,71.5,0,5,12,rasher_steneck,53,NA
2017,mdi,3,3,44.3677,-68.0934,5,51,70.5,55.5,0,5,12,rasher_steneck,51,NA
2017,mdi,3,3,44.3631,-68.0781,5,74.5,61.5,56,2,5,11,rasher_steneck,48,NA
2017,mdi,5,3,44.3353,-68.0547,5,84.5,55.5,89.5,0,5,11,rasher_steneck,47,NA
2017,downeast,4,3,44.3582,-68.0369,5,83,47,75,0.1,5,11,rasher_steneck,46,NA
2017,downeast,4,4,44.3796,-67.8733,5,77,62,31.5,0,6,13,rasher_steneck,69,NA
2017,downeast,3,3,44.4424,-67.8581,5,75,51.5,58.5,0,6,13,rasher_steneck,68,NA
2017,downeast,3,3,44.4606,-67.8331,5,61.5,59,28,0,6,13,rasher_steneck,66,NA
2017,downeast,3,3,44.4869,-67.8229,5,59.5,29,47,0,6,13,rasher_steneck,65,NA
2017,downeast,4,4,44.4596,-67.7088,5,72.5,71,9.5,0,6,13,rasher_steneck,71,NA
2017,downeast,3,4,44.4628,-67.5958,5,78,45.5,30.5,0.6,6,13,rasher_steneck,75,NA
2017,downeast,4,4,44.5596,-67.4792,5,73.5,67,89.5,0,6,15,rasher_steneck,85,NA
2017,downeast,5,4,44.558,-67.4306,5,71.5,79.5,55,0.3,6,15,rasher_steneck,81,NA
2017,downeast,3,3,44.5939,-67.4096,5,64.5,76,52,0,6,15,rasher_steneck,84,NA
2017,downeast,3,3,44.5938,-67.3753,5,49.5,84.5,52,0,6,15,rasher_steneck,83,NA
2017,downeast,3,3,44.6381,-67.242,5,58.5,75.5,80.5,0,6,16,rasher_steneck,92,NA
